"review_id","app_id","user_id","app_name","category","app_version","platform","device_model","country","review_date","rating","review_text","sentiment_label","review_length_words","helpful_votes","total_votes","verified_user","subscription_user","in_app_purchase","app_price","app_size_mb","download_count","daily_active_users","monthly_active_users","session_duration_min","crash_count","update_frequency_days","developer_reply","response_time_hours","retention_7d","retention_30d","churn_probability","language","os_version","network_type"
"397","1553","403981","HealthPlus","Finance","2.0","iOS","iPhone 14","USA","2019-07-25 03:59:50.646734715","4","Highly recommend this app. Works perfectly.","positive","6","5","5","0","0","1","44.23","188.08","594420","49042","1103660","37.53","0","145","0","0","0.319","0.484","0.802","English","iOS 16","WiFi"
"398","1081","628693","HealthPlus","Health","2.0","Android","Pixel 8","India","2023-02-18 04:51:35.611251354","2","Not satisfied. Too many issues.","negative","5","11","13","0","0","0","40.21","64.4","236474","212666","1163791","8.47","0","134","1","32.44","0.527","0.364","0.84","English","Android 13","5G"
"400","1740","853100","HealthPlus","Education","2.5","Android","Samsung S23","UK","2021-06-18 20:07:05.092777252","3","It works fine for basic usage.","neutral","6","9","9","0","1","0","21.27","460.86","1208501","304647","1309593","79.5","2","63","0","0","0.283","0.348","0.446","English","Android 14","5G"
"402","1904","497025","HealthPlus","Finance","3.0","Android","Samsung S23","Germany","2022-08-03 21:55:50.193068027","5","Great design and very helpful for daily tasks.","positive","8","7","12","1","0","0","35.82","64.63","2430812","86909","1590313","50.19","1","141","0","0","0.688","0.413","0.701","German","Android 14","5G"
"403","1935","641184","HealthPlus","Social","1.0","iOS","iPhone 14","India","2022-02-16 01:50:58.176481247","4","Great design and very helpful for daily tasks.","positive","8","5","10","1","1","1","21.4","145.97","2954213","255052","1782949","48.14","0","136","1","39.61","0.675","0.469","0.293","English","iOS 17","4G"
"404","1937","744985","HealthPlus","Education","3.0","Android","Samsung S23","USA","2020-08-15 17:55:53.556458712","1","App keeps crashing and is full of bugs.","negative","8","5","5","1","0","1","2.75","244.73","514562","48169","716860","77.13","1","72","1","15.29","0.562","0.497","0.039","English","Android 13","WiFi"
"415","1954","934536","HealthPlus","Finance","2.5","Android","OnePlus 11","Germany","2022-06-27 19:10:33.070389271","3","It works fine for basic usage.","neutral","6","5","9","1","0","1","27.48","122.69","1802900","88619","199537","29.76","2","43","1","58.16","0.229","0.091","0.133","German","Android 13","WiFi"
"419","1086","440576","HealthPlus","Social","2.5","Android","Samsung S23","Canada","2021-04-02 21:04:12.366197109","3","Average app. Nothing special.","neutral","4","3","6","0","0","0","2.82","320.37","2652904","123231","1780851","109.43","0","174","1","71.17","0.461","0.709","0.189","French","Android 14","WiFi"
"427","1409","989529","HealthPlus","Finance","2.5","Android","Samsung S23","India","2022-10-07 21:44:27.332868814","4","Fantastic performance. Very intuitive and useful.","positive","6","7","10","0","0","0","22.55","391.62","3439089","111404","158571","48.66","3","86","0","0","0.673","0.247","0.1","English","Android 14","4G"
"429","1231","400534","HealthPlus","Health","1.0","Android","OnePlus 11","USA","2021-05-27 14:45:42.168077469","3","Okay experience overall.","neutral","3","6","15","0","1","1","28.49","70.29","587926","112778","749115","26.1","1","112","1","44.7","0.179","0.774","0.541","English","Android 13","5G"
"431","1590","425950","HealthPlus","Gaming","1.0","Android","Pixel 8","USA","2019-02-22 23:18:43.374848843","2","App keeps crashing and is full of bugs.","negative","8","6","9","0","1","1","21.55","323.93","4208262","31899","232708","11.86","4","18","0","0","0.428","0.777","0.191","English","Android 14","4G"
"432","1762","278551","HealthPlus","Education","1.2","Android","Samsung S23","Germany","2022-05-20 13:17:44.474838734","3","Fair performance.","neutral","2","4","9","1","1","1","29.74","109.31","4243562","261105","523886","112.45","2","87","1","61.64","0.538","0.226","0.584","German","Android 13","5G"
"435","1196","357892","HealthPlus","Health","2.5","Android","OnePlus 11","UK","2024-01-23 20:09:08.017270327","2","Waste of time. Doesn't work properly.","negative","6","6","8","1","1","0","9.51","130.51","3768334","181218","1061445","46.94","0","53","0","0","0.216","0.529","0.157","English","Android 13","4G"
"437","1488","825279","HealthPlus","Education","1.0","iOS","iPhone 14","India","2020-06-28 19:12:18.144791842","4","Absolutely love this app. Smooth experience and great features.","positive","9","4","7","1","0","1","17.24","424.91","4183114","347918","1126004","4.66","2","7","0","0","0.181","0.427","0.216","English","iOS 17","4G"
"453","1659","295098","HealthPlus","Finance","2.0","Android","OnePlus 11","USA","2023-11-29 08:34:15.031942129","5","Amazing experience. Exceeded my expectations.","positive","5","1","9","0","0","0","34.46","225.35","721099","179992","477927","81.78","1","43","1","67.71","0.427","0.283","0.661","English","Android 13","5G"
"461","1236","961760","HealthPlus","Social","2.0","Android","Pixel 8","USA","2021-07-22 20:04:11.251153946","4","Fantastic performance. Very intuitive and useful.","positive","6","7","12","1","0","0","32.07","192.52","4161445","289985","1055883","89.13","1","99","0","0","0.433","0.735","0.245","English","Android 13","WiFi"
"463","1766","537365","HealthPlus","Finance","1.0","iOS","iPhone 14","Germany","2024-11-11 11:41:24.351837873","4","Fantastic performance. Very intuitive and useful.","positive","6","2","7","1","0","0","20.0","196.12","1928690","66858","1794613","58.29","0","18","0","0","0.283","0.739","0.022","German","iOS 16","4G"
"470","1957","568586","HealthPlus","Finance","3.0","iOS","iPhone 14","India","2020-10-21 10:58:05.041889668","3","It works fine for basic usage.","neutral","6","10","10","1","1","0","23.82","384.95","3365391","355279","874145","84.72","2","7","0","0","0.6","0.758","0.215","English","iOS 17","4G"
"471","1334","902253","HealthPlus","Education","3.0","Android","Pixel 8","India","2024-01-24 07:45:18.111626863","4","Great design and very helpful for daily tasks.","positive","8","4","7","0","0","1","2.72","477.36","2119107","108670","893101","64.74","0","49","0","0","0.62","0.79","0.256","English","Android 13","5G"
"482","1430","438508","HealthPlus","Finance","2.5","Android","OnePlus 11","Germany","2019-10-28 06:48:57.340341568","3","Okay experience overall.","neutral","3","2","9","1","1","1","44.16","468.68","3806396","129207","1436643","40.04","0","75","0","0","0.59","0.226","0.24","German","Android 13","4G"
"492","1761","733846","HealthPlus","Finance","1.2","Android","Pixel 8","Germany","2022-01-24 13:01:53.605580330","2","Not satisfied. Too many issues.","negative","5","5","9","0","0","1","18.4","340.93","779575","58084","137030","24.07","4","129","1","18.69","0.141","0.275","0.75","German","Android 14","WiFi"
"495","1955","414013","HealthPlus","Finance","2.5","iOS","iPhone 14","Canada","2024-10-02 09:10:06.915136576","4","Highly recommend this app. Works perfectly.","positive","6","8","4","1","1","0","26.63","293.28","1170866","10830","1216336","88.12","4","64","0","0","0.141","0.542","0.267","English","iOS 17","4G"
"497","1811","455681","HealthPlus","Health","2.0","iOS","iPhone 14","USA","2024-04-15 07:09:42.877402782","2","App keeps crashing and is full of bugs.","negative","8","3","11","0","0","1","49.49","104.07","2561090","474752","488104","26.08","3","28","1","54.56","0.261","0.246","0.442","English","iOS 17","WiFi"
"503","1142","329951","HealthPlus","Gaming","1.0","Android","Pixel 8","Germany","2024-01-05 19:34:37.199660301","3","Decent features but needs improvement.","neutral","5","3","11","0","1","0","25.58","395.71","2892675","43588","136780","75.81","3","70","1","57.11","0.597","0.247","0.621","German","Android 13","WiFi"
"504","1287","775031","HealthPlus","Finance","2.5","Android","Pixel 8","UK","2021-11-25 04:15:06.563806534","1","Very disappointing experience. Needs improvement.","negative","5","8","12","0","1","0","17.93","409.92","619918","382508","1407182","97.9","3","94","0","0","0.64","0.795","0.373","English","Android 14","4G"
"505","1423","438866","HealthPlus","Health","3.0","Android","Samsung S23","UK","2024-10-21 19:13:23.618833303","3","Okay experience overall.","neutral","3","6","14","0","1","0","2.1","118.75","849510","320863","574089","60.18","4","143","0","0","0.545","0.257","0.418","English","Android 13","5G"
"507","1342","921801","HealthPlus","Social","2.0","Android","Pixel 8","Germany","2021-12-06 21:55:44.854930639","2","Not satisfied. Too many issues.","negative","5","4","6","1","1","1","43.04","192.44","911435","50559","878307","114.45","3","73","0","0","0.292","0.759","0.54","German","Android 14","4G"
"517","1054","450008","HealthPlus","Health","1.0","iOS","iPhone 14","Canada","2024-08-12 04:28:54.181264162","1","Not satisfied. Too many issues.","negative","5","5","9","0","1","1","40.97","443.81","1293436","172898","1104649","37.36","1","20","0","0","0.327","0.138","0.276","English","iOS 16","WiFi"
"522","1892","167365","HealthPlus","Gaming","1.0","Android","OnePlus 11","UK","2021-03-28 11:08:56.967499971","3","Okay experience overall.","neutral","3","4","5","0","0","1","7.09","35.47","2183002","76589","107922","106.56","3","115","0","0","0.539","0.695","0.596","English","Android 14","4G"
"524","1731","593981","HealthPlus","Gaming","2.0","Android","OnePlus 11","UK","2022-06-12 07:51:13.914538383","3","Fair performance.","neutral","2","3","12","1","0","0","48.9","491.48","2964097","452494","1493700","7.21","3","128","0","0","0.632","0.69","0.407","English","Android 14","5G"
"531","1022","115605","HealthPlus","Health","1.2","Android","Samsung S23","Germany","2020-02-17 17:26:53.050377369","4","Absolutely love this app. Smooth experience and great features.","positive","9","9","7","0","0","1","29.29","52.18","3793419","398365","975854","88.17","1","177","1","2.0","0.866","0.458","0.045","German","Android 13","4G"
"546","1762","205956","HealthPlus","Health","1.2","Android","Pixel 8","Germany","2021-04-18 07:33:50.793200016","4","Highly recommend this app. Works perfectly.","positive","6","6","14","1","0","0","48.76","476.25","1060891","195330","1521327","13.99","3","87","1","53.76","0.222","0.444","0.247","German","Android 14","5G"
"550","1164","897816","HealthPlus","Finance","3.0","iOS","iPhone 14","India","2021-02-07 08:48:14.862731218","1","Very disappointing experience. Needs improvement.","negative","5","5","9","1","1","1","33.46","25.46","3843227","439271","1503226","58.2","3","128","0","0","0.433","0.37","0.055","English","iOS 17","WiFi"
"566","1946","177188","HealthPlus","Health","1.0","iOS","iPhone 14","USA","2024-01-17 18:54:09.349641323","2","Very disappointing experience. Needs improvement.","negative","5","6","12","0","0","1","27.18","237.84","95330","293094","1339429","9.9","1","173","0","0","0.853","0.246","0.523","English","iOS 16","5G"
"574","1318","350484","HealthPlus","Gaming","2.5","Android","Pixel 8","UK","2019-11-13 04:24:24.448726892","4","Fantastic performance. Very intuitive and useful.","positive","6","7","9","0","0","1","26.73","223.58","2108960","71006","166849","88.56","3","138","1","13.75","0.667","0.15","0.141","English","Android 13","4G"
"589","1433","623169","HealthPlus","Education","2.0","iOS","iPhone 14","UK","2021-08-17 03:30:14.375601768","2","Not satisfied. Too many issues.","negative","5","4","11","0","1","1","31.07","115.18","1499199","83800","1445495","91.54","2","69","0","0","0.442","0.365","0.081","English","iOS 17","4G"
"597","1754","420630","HealthPlus","Education","1.2","Android","OnePlus 11","UK","2021-05-15 23:26:26.910789490","2","Waste of time. Doesn't work properly.","negative","6","8","11","1","0","0","41.39","487.23","1660978","35304","127631","41.89","2","57","0","0","0.573","0.6","0.756","English","Android 13","WiFi"
"605","1945","683495","HealthPlus","Finance","2.0","Android","Pixel 8","USA","2021-09-14 05:54:26.393715382","2","Very disappointing experience. Needs improvement.","negative","5","3","16","0","0","0","23.74","178.0","2609845","334490","990688","40.94","1","85","0","0","0.128","0.697","0.703","English","Android 14","WiFi"
"614","1495","801823","HealthPlus","Gaming","1.2","iOS","iPhone 14","Canada","2021-11-09 01:16:03.792789698","4","Fantastic performance. Very intuitive and useful.","positive","6","9","7","1","0","1","34.44","32.03","4690539","414623","951399","87.4","1","46","0","0","0.165","0.108","0.028","French","iOS 16","WiFi"
"620","1492","333690","HealthPlus","Gaming","2.0","Android","Pixel 8","Canada","2023-01-09 21:23:47.503342627","3","It works fine for basic usage.","neutral","6","5","12","1","1","0","26.25","422.57","4948470","172815","872835","90.59","1","84","0","0","0.541","0.756","0.419","French","Android 13","WiFi"
"628","1944","687725","HealthPlus","Social","2.5","Android","Samsung S23","India","2023-04-15 02:35:14.050589323","4","Fantastic performance. Very intuitive and useful.","positive","6","4","11","1","0","0","22.72","240.35","2608427","402319","757954","83.94","2","62","0","0","0.101","0.129","0.387","English","Android 14","5G"
"635","1514","918911","HealthPlus","Education","1.2","Android","OnePlus 11","Canada","2021-11-15 04:39:28.441760063","5","Great design and very helpful for daily tasks.","positive","8","4","8","0","1","1","27.13","315.07","2282352","13857","159434","53.57","1","107","1","4.61","0.693","0.672","0.685","French","Android 13","WiFi"
"638","1809","452183","HealthPlus","Finance","2.5","Android","OnePlus 11","Canada","2022-09-29 12:58:25.677254677","3","It works fine for basic usage.","neutral","6","7","15","1","1","1","2.08","300.07","2092430","11824","174833","71.13","1","104","0","0","0.721","0.608","0.606","French","Android 14","4G"
"639","1525","877183","HealthPlus","Health","1.0","Android","Pixel 8","Germany","2022-04-16 22:14:05.963554382","1","Slow performance and poor usability.","negative","5","11","11","1","1","1","34.52","281.93","4919271","234666","689852","80.76","1","44","1","55.46","0.247","0.705","0.224","German","Android 13","5G"
"645","1212","495836","HealthPlus","Finance","1.2","Android","Samsung S23","Germany","2023-02-23 06:58:32.935170650","1","Waste of time. Doesn't work properly.","negative","6","2","10","1","0","1","35.37","119.93","3930672","300828","1558017","113.87","4","138","1","21.51","0.152","0.192","0.246","German","Android 13","WiFi"
"648","1186","147797","HealthPlus","Health","1.0","Android","Samsung S23","USA","2024-03-16 04:33:25.523967027","2","Slow performance and poor usability.","negative","5","9","10","1","1","1","41.51","142.44","1907540","413351","1976592","10.26","2","99","0","0","0.141","0.284","0.498","English","Android 14","5G"
"653","1858","589619","HealthPlus","Finance","2.5","Android","Samsung S23","UK","2020-02-02 19:01:16.585635424","1","Slow performance and poor usability.","negative","5","6","9","1","0","0","48.36","64.11","3249421","165748","327868","47.06","3","113","1","66.8","0.581","0.715","0.088","English","Android 13","4G"
"656","1479","850875","HealthPlus","Gaming","2.5","Android","OnePlus 11","Canada","2019-05-24 16:51:59.579873085","2","App keeps crashing and is full of bugs.","negative","8","4","11","1","1","0","29.32","21.9","3370118","243408","270953","108.18","0","133","0","0","0.447","0.307","0.874","English","Android 13","5G"
"663","1390","543001","HealthPlus","Gaming","1.0","Android","OnePlus 11","Canada","2022-08-08 11:45:16.234013557","5","Great design and very helpful for daily tasks.","positive","8","3","5","1","1","0","21.33","455.7","4360282","169326","1804261","74.49","1","40","1","3.87","0.373","0.077","0.813","English","Android 14","5G"
"664","1904","989630","HealthPlus","Social","2.0","Android","Samsung S23","Canada","2019-07-12 19:19:53.503022909","4","Great design and very helpful for daily tasks.","positive","8","8","7","0","1","0","12.62","104.08","3982816","206622","630846","110.54","2","172","0","0","0.685","0.617","0.785","English","Android 14","5G"
"672","1270","107261","HealthPlus","Social","2.5","Android","Pixel 8","Canada","2021-07-30 23:16:53.337208033","1","Very disappointing experience. Needs improvement.","negative","5","4","9","1","1","0","34.22","274.95","2465076","468788","1448532","115.13","2","90","1","63.22","0.603","0.185","0.687","French","Android 13","WiFi"
"674","1298","892640","HealthPlus","Finance","3.0","Android","Pixel 8","USA","2024-07-12 21:39:06.654641151","1","Slow performance and poor usability.","negative","5","3","7","0","1","0","43.88","489.07","92985","483496","1855780","65.41","2","59","1","24.88","0.542","0.717","0.593","English","Android 14","4G"
"681","1106","628284","HealthPlus","Gaming","2.0","Android","OnePlus 11","Germany","2022-07-04 10:18:26.967524290","4","Fantastic performance. Very intuitive and useful.","positive","6","4","7","1","0","1","46.72","400.71","1397267","401927","1569106","34.09","2","65","0","0","0.878","0.357","0.207","German","Android 14","4G"
"692","1328","660235","HealthPlus","Social","2.5","Android","OnePlus 11","Germany","2020-07-15 17:28:56.116493225","3","Fair performance.","neutral","2","9","10","0","1","0","46.09","47.97","3309449","387801","1741642","70.91","2","98","1","24.55","0.735","0.761","0.109","German","Android 13","5G"
"700","1148","778706","HealthPlus","Finance","1.0","Android","Pixel 8","Canada","2020-02-12 10:59:51.256636619","1","Slow performance and poor usability.","negative","5","6","7","0","1","0","27.1","75.89","4689823","291922","1295932","64.37","1","105","0","0","0.63","0.377","0.887","French","Android 14","5G"
"702","1950","153407","HealthPlus","Social","1.0","Android","Pixel 8","Canada","2019-06-20 08:06:33.349230528","3","It works fine for basic usage.","neutral","6","7","6","0","1","0","32.8","420.52","4664909","382871","1970765","113.64","0","43","1","6.75","0.456","0.186","0.637","English","Android 13","5G"
"706","1498","460376","HealthPlus","Education","1.0","Android","Pixel 8","Germany","2022-03-29 23:54:54.440682888","4","Fantastic performance. Very intuitive and useful.","positive","6","6","10","0","0","1","14.95","279.67","2122981","276825","1433689","44.76","2","67","0","0","0.533","0.742","0.513","German","Android 13","4G"
"709","1836","227941","HealthPlus","Education","2.5","Android","Pixel 8","Canada","2019-04-08 23:06:54.480239630","1","Waste of time. Doesn't work properly.","negative","6","7","14","0","1","0","32.24","235.11","1770693","408318","1649926","51.78","5","106","1","51.52","0.673","0.317","0.573","English","Android 14","5G"
"715","1564","846748","HealthPlus","Social","2.0","Android","Samsung S23","India","2020-02-01 10:58:15.079629421","3","Fair performance.","neutral","2","10","13","1","0","0","4.39","200.26","2064663","78863","228837","119.62","0","103","1","44.67","0.124","0.765","0.502","English","Android 13","4G"
"716","1120","638873","HealthPlus","Education","1.0","Android","Samsung S23","India","2020-10-14 08:09:58.898231268","3","It works fine for basic usage.","neutral","6","8","9","1","1","0","14.83","210.14","4579212","428442","599920","4.67","1","92","0","0","0.655","0.209","0.245","English","Android 14","5G"
"718","1233","875763","HealthPlus","Education","1.0","Android","Pixel 8","USA","2020-10-03 14:53:35.401250362","5","Fantastic performance. Very intuitive and useful.","positive","6","3","7","0","0","1","36.94","225.04","3205880","494711","1235184","81.13","3","174","0","0","0.789","0.674","0.306","English","Android 14","5G"
"722","1146","628000","HealthPlus","Gaming","2.5","Android","Samsung S23","USA","2022-04-06 16:50:49.814340830","4","Fantastic performance. Very intuitive and useful.","positive","6","6","8","1","1","0","18.01","43.71","7588","70468","148264","85.37","0","63","1","64.1","0.536","0.762","0.794","English","Android 13","5G"
"728","1681","905853","HealthPlus","Education","2.5","Android","OnePlus 11","UK","2020-08-01 08:20:44.861111641","1","Slow performance and poor usability.","negative","5","4","14","1","1","0","15.3","59.29","4643494","10898","27700","46.74","0","149","0","0","0.21","0.136","0.567","English","Android 13","WiFi"
"732","1100","186437","HealthPlus","Health","1.0","Android","OnePlus 11","India","2019-11-27 03:16:56.506235361","3","It works fine for basic usage.","neutral","6","6","5","1","0","0","33.08","438.59","2473994","53639","1540158","68.33","1","157","1","58.6","0.219","0.607","0.084","English","Android 13","5G"
"734","1616","793933","HealthPlus","Social","2.0","Android","Samsung S23","UK","2021-02-02 04:06:47.242610216","1","Not satisfied. Too many issues.","negative","5","5","7","0","1","0","44.15","144.41","837539","452350","823261","9.12","0","20","0","0","0.171","0.195","0.037","English","Android 14","WiFi"
"739","1788","333700","HealthPlus","Finance","3.0","Android","OnePlus 11","India","2019-06-06 23:28:52.901866198","2","Waste of time. Doesn't work properly.","negative","6","4","5","1","0","0","16.5","103.35","811177","281090","1282727","38.84","0","159","1","15.35","0.836","0.685","0.898","English","Android 13","WiFi"
"745","1264","201997","HealthPlus","Gaming","2.5","iOS","iPhone 14","Canada","2023-03-19 11:08:42.296625137","4","Absolutely love this app. Smooth experience and great features.","positive","9","6","11","1","1","0","8.06","348.54","4003935","481676","1590266","57.25","0","62","0","0","0.706","0.782","0.456","English","iOS 16","5G"
"752","1399","283968","HealthPlus","Social","1.0","iOS","iPhone 14","Germany","2021-10-24 11:16:09.318843126","2","Very disappointing experience. Needs improvement.","negative","5","5","6","1","0","1","10.85","288.19","199397","165653","502589","43.52","4","54","0","0","0.558","0.589","0.881","German","iOS 17","5G"
"753","1079","738928","HealthPlus","Health","1.2","iOS","iPhone 14","Germany","2024-12-12 18:17:27.265405655","4","Great design and very helpful for daily tasks.","positive","8","7","12","0","0","1","24.37","263.48","3023525","94758","683890","70.32","1","78","1","71.33","0.12","0.735","0.78","German","iOS 17","4G"
"757","1409","866682","HealthPlus","Health","2.0","iOS","iPhone 14","India","2024-04-15 01:08:00.143237591","1","Slow performance and poor usability.","negative","5","6","5","0","1","0","17.13","121.76","3193698","83847","262349","63.17","0","54","1","47.76","0.729","0.194","0.273","English","iOS 17","5G"
"762","1748","684960","HealthPlus","Gaming","1.0","Android","Pixel 8","India","2022-07-19 16:29:40.476373672","4","Fantastic performance. Very intuitive and useful.","positive","6","8","13","1","1","1","33.97","463.57","3099316","66813","972407","102.5","0","156","0","0","0.523","0.32","0.084","English","Android 14","5G"
"768","1080","999699","HealthPlus","Social","1.2","Android","Pixel 8","Germany","2019-11-05 05:04:16.048187494","4","Fantastic performance. Very intuitive and useful.","positive","6","4","12","1","0","0","23.7","278.68","825280","11938","1807302","12.79","5","18","0","0","0.643","0.625","0.249","German","Android 13","4G"
"771","1522","962571","HealthPlus","Health","2.5","Android","Pixel 8","USA","2021-01-09 18:19:47.577533245","2","Waste of time. Doesn't work properly.","negative","6","3","10","1","0","0","38.61","81.5","2304206","405248","1923287","76.39","2","77","1","40.72","0.384","0.711","0.118","English","Android 14","5G"
"772","1305","169698","HealthPlus","Education","1.2","Android","Samsung S23","Germany","2021-12-02 06:15:43.194734812","1","Waste of time. Doesn't work properly.","negative","6","3","13","0","0","1","42.29","310.35","4206151","76330","779567","65.85","1","152","0","0","0.235","0.061","0.143","German","Android 14","5G"
"774","1189","457252","HealthPlus","Social","2.5","iOS","iPhone 14","UK","2024-11-19 13:02:35.888860226","4","Fantastic performance. Very intuitive and useful.","positive","6","10","9","1","1","1","4.85","486.54","1962917","103476","358511","110.98","3","59","1","49.2","0.842","0.53","0.885","English","iOS 16","5G"
"777","1300","732512","HealthPlus","Education","2.5","iOS","iPhone 14","USA","2019-07-14 06:57:58.309553862","2","Waste of time. Doesn't work properly.","negative","6","4","7","1","1","1","10.06","478.98","3592984","253707","774736","22.88","3","152","0","0","0.81","0.207","0.062","English","iOS 17","WiFi"
"778","1701","480520","HealthPlus","Health","3.0","Android","OnePlus 11","Canada","2021-04-15 13:03:49.265440226","2","App keeps crashing and is full of bugs.","negative","8","6","12","1","0","0","48.28","101.83","3344696","439092","864824","75.99","3","82","1","29.57","0.443","0.727","0.172","French","Android 13","WiFi"
"781","1128","644587","HealthPlus","Education","2.0","Android","Pixel 8","Germany","2023-05-30 05:07:25.263689280","4","Fantastic performance. Very intuitive and useful.","positive","6","4","8","0","0","0","26.09","330.97","93021","495333","1652309","108.65","3","54","0","0","0.864","0.318","0.699","German","Android 13","WiFi"
"784","1049","403524","HealthPlus","Gaming","2.0","iOS","iPhone 14","UK","2023-08-02 21:27:30.596057177","4","Great design and very helpful for daily tasks.","positive","8","8","7","0","1","0","46.68","275.72","1678148","156586","1590243","41.08","0","45","0","0","0.674","0.75","0.815","English","iOS 16","5G"
"791","1958","331049","HealthPlus","Education","1.0","Android","OnePlus 11","Germany","2021-08-21 01:45:39.453003407","3","Okay experience overall.","neutral","3","4","10","1","1","1","2.83","421.6","2668435","363751","1132499","36.92","3","92","1","35.75","0.131","0.49","0.316","German","Android 13","WiFi"
"802","1686","153192","HealthPlus","Finance","2.5","Android","Samsung S23","UK","2023-01-20 03:36:00.645150423","1","Waste of time. Doesn't work properly.","negative","6","4","8","0","1","1","40.63","16.77","3800064","44030","197871","113.72","3","160","0","0","0.313","0.653","0.796","English","Android 14","5G"
"806","1587","925110","HealthPlus","Finance","2.0","Android","OnePlus 11","UK","2022-09-06 04:46:43.376742840","2","App keeps crashing and is full of bugs.","negative","8","5","11","1","1","0","46.91","116.81","470463","168297","1256394","105.28","3","26","1","21.79","0.23","0.472","0.139","English","Android 14","WiFi"
"808","1182","496528","HealthPlus","Health","3.0","iOS","iPhone 14","Germany","2019-02-13 06:49:27.479403973","2","Not satisfied. Too many issues.","negative","5","6","11","0","0","0","12.06","188.84","972529","235921","1681783","17.98","2","71","0","0","0.576","0.097","0.571","German","iOS 17","4G"
"813","1442","613320","HealthPlus","Education","1.2","Android","Pixel 8","India","2023-10-08 09:48:29.792725086","4","Highly recommend this app. Works perfectly.","positive","6","2","10","1","0","0","27.33","494.48","3290129","40836","766300","14.72","3","14","0","0","0.798","0.712","0.527","English","Android 14","WiFi"
"817","1238","761992","HealthPlus","Social","3.0","iOS","iPhone 14","Canada","2022-12-23 16:50:42.220850945","5","Fantastic performance. Very intuitive and useful.","positive","6","4","10","0","1","1","19.56","352.9","2820339","133066","1005904","96.49","1","70","0","0","0.488","0.524","0.333","French","iOS 17","WiFi"
"819","1679","489588","HealthPlus","Health","1.2","Android","OnePlus 11","India","2021-04-02 23:40:01.785699368","4","Absolutely love this app. Smooth experience and great features.","positive","9","5","12","1","1","1","12.37","95.04","419906","377177","1564240","100.84","2","85","0","0","0.607","0.205","0.486","English","Android 13","WiFi"
"823","1475","686884","HealthPlus","Health","1.0","Android","Pixel 8","Canada","2024-04-07 15:34:02.718977451","1","Slow performance and poor usability.","negative","5","5","8","0","1","0","15.22","309.12","4312459","66755","114650","117.23","3","24","1","14.27","0.743","0.716","0.013","French","Android 14","5G"
"825","1690","153762","HealthPlus","Health","1.2","Android","Pixel 8","India","2020-04-11 00:20:29.766360283","5","Great design and very helpful for daily tasks.","positive","8","7","14","1","1","0","28.38","452.96","4804625","95808","860047","65.63","3","128","1","5.81","0.735","0.581","0.721","English","Android 13","WiFi"
"826","1213","613183","HealthPlus","Health","1.0","Android","Samsung S23","UK","2020-09-05 16:54:57.868088961","5","Amazing experience. Exceeded my expectations.","positive","5","2","10","0","1","1","24.16","336.36","1237240","10339","38412","40.29","3","71","1","5.52","0.864","0.785","0.531","English","Android 14","5G"
"842","1443","993034","HealthPlus","Education","1.0","Android","Samsung S23","UK","2024-04-20 19:01:23.334095001","5","Fantastic performance. Very intuitive and useful.","positive","6","8","12","1","0","0","14.98","93.36","3374572","472601","1357365","29.64","2","33","0","0","0.124","0.615","0.689","English","Android 14","5G"
"854","1283","703297","HealthPlus","Education","1.2","Android","Pixel 8","Germany","2019-09-01 18:29:41.846759796","1","Slow performance and poor usability.","negative","5","6","8","1","0","0","43.4","267.94","3738023","451718","1539903","26.12","2","96","0","0","0.553","0.06","0.098","German","Android 13","5G"
"863","1619","388961","HealthPlus","Education","1.2","iOS","iPhone 14","Germany","2022-01-12 14:38:26.132805823","2","App keeps crashing and is full of bugs.","negative","8","5","9","1","1","0","42.59","433.04","3225638","174401","1341823","105.78","5","40","0","0","0.761","0.336","0.047","German","iOS 17","WiFi"
"864","1755","298009","HealthPlus","Health","3.0","Android","Samsung S23","India","2019-11-21 12:23:52.205540895","1","Not satisfied. Too many issues.","negative","5","5","11","1","1","1","29.68","158.3","298197","292070","729978","58.67","3","174","0","0","0.703","0.309","0.071","English","Android 14","WiFi"
"871","1690","869014","HealthPlus","Health","1.2","Android","Samsung S23","Canada","2020-03-28 08:47:02.986565590","4","Highly recommend this app. Works perfectly.","positive","6","5","17","0","0","1","18.41","222.41","2665405","129237","439421","68.26","0","143","0","0","0.3","0.7","0.482","French","Android 13","5G"
"875","1423","882194","HealthPlus","Gaming","1.0","iOS","iPhone 14","India","2019-09-01 04:37:57.383612156","4","Fantastic performance. Very intuitive and useful.","positive","6","1","9","0","1","1","22.77","118.5","3841336","131866","996046","46.82","0","87","0","0","0.117","0.597","0.249","English","iOS 16","4G"
"880","1577","649346","HealthPlus","Education","2.5","Android","Samsung S23","India","2024-10-17 14:56:10.338196993","5","Highly recommend this app. Works perfectly.","positive","6","4","11","0","0","0","26.64","109.81","1383723","440781","1591354","64.41","1","98","1","25.59","0.369","0.416","0.706","English","Android 14","WiFi"
"883","1041","168334","HealthPlus","Gaming","1.0","iOS","iPhone 14","Germany","2022-04-10 20:15:52.315896034","3","It works fine for basic usage.","neutral","6","6","15","0","0","0","14.86","313.91","1080172","303378","582699","30.85","2","135","0","0","0.358","0.382","0.637","German","iOS 16","5G"
